steam_addr,sh4_pc,confidence,evidence,method,steam_name,sh4_label,bank,sh4_role,score,runner_up,steam_ninsn,sh4_ninsn
0x140639f40,0x8c0578c0,medium,sw:432#5#0(9.9) k:432#9(9.9) r:152(5.5) ko:432(4.0) ko:416(3.7) d:12(1.8) d:174(1.1),fingerprint+callgraph,FUN_140639f40,loc_8c0578c0,bank05,,35.81,runner-up: sh4 0x8c059edc(13.6) / steam 0x14063c210(13.6),29,47
0x140639fc0,0x8c059946,high,c:cccccccc(9.5) c:bfd55555(6.6) c:3fd55555(4.3) d:174(1.1) d:50(0.6),fingerprint+callgraph,FUN_140639fc0,loc_8c059946,bank05,,22.1,runner-up: sh4 0x8c07e9f2(12.0) / steam 0x14012f3a0(14.8),17,28
0x14063a0b0,0x8c0579cc,high,sw:122#0#0(9.9) k:122#0(9.9) kl:122#-4(7.9) c:40092492(4.5) ko:122(4.5) c:3fd55555(4.3) d:174(1.1) d:6c(1.0),fingerprint+callgraph,FUN_14063a0b0,loc_8c0579cc,bank05,,46.15,runner-up: sh4 0x8c04f378(6.6) / steam 0x140326f20(14.7),86,203
0x14063a370,0x8c058c48,high,c:1010(8.6) c:c2892492(8.4) c:42892492(6.4) d:250(1.8) d:7c(0.8) d:78(0.7) d:54(0.7) d:50(0.6),fingerprint,FUN_14063a370,loc_8c058c48,bank05,,28.02,runner-up: sh4 0x8c0764e6(13.2) / steam 0x1403b3400(15.6),69,127
0x14063a4a0,0x8c055edc,medium,b:324e0(6.6) c:7000000(6.3) r:413(5.3) r:241(5.1) c:200(4.9) c:1000(4.7) r:240(3.4) r:371(3.0),fingerprint+callgraph,FUN_14063a4a0,loc_8c055edc,bank05,,63.01,runner-up: sh4 0x8c047758(26.9) / steam 0x14067ae50(51.2),417,588
0x14063ad40,0x8c056b6e,low,c:bd892492(7.7) r:422(5.4) c:1000(4.7) c:bf4db6db(4.6) r:240(3.4) d:22e(2.4) r:154(1.5) d:14(0.9),fingerprint+callgraph,FUN_14063ad40,loc_8c056b6e,bank05,,33.82,runner-up: sh4 0x8c053a14(13.9) / steam 0x140699910(29.3),159,275
0x14063afd0,0x8c056454,medium,b:3d5e(9.1) b:3db8(7.1) b:324e0(6.4) r:149(4.8) c:400(4.7) d:57c(2.5) d:22e(2.4) d:16(2.0),fingerprint+callgraph,FUN_14063afd0,loc_8c056454,bank05,,40.19,runner-up: sh4 0x8c057718(28.2) / steam 0x14063cd30(32.7),204,525
0x14063b3e0,0x8c059582,high,b:3d0b(10.4) b:3d0f(9.7) kl:57#-5(7.9) b:3db8(6.9) ko:57(3.8),fingerprint+callgraph,FUN_14063b3e0,loc_8c059582,bank05,,38.69,runner-up: sh4 0x8c012416(27.0) / steam 0x14060b440(20.1),85,56
0x14063b5c0,0x8c0599b8,high,sw:57#2#0(9.9) kl:57#-4(7.9) b:3db8(7.1) ko:57(4.0),fingerprint+callgraph,FUN_14063b5c0,loc_8c0599b8,bank05,,28.81,runner-up: sh4 0x8c044ccc(20.9) / steam 0x1404a0cd0(7.3),54,30
0x14063b6c0,0x8c059718,high,sw:45#0#0(9.9) k:45#0(9.9) b:3d0f(9.7) kl:45#-1(7.9) b:324e0(6.4) ko:45(4.9) d:57c(2.4) d:22e(2.3),fingerprint+callgraph,FUN_14063b6c0,loc_8c059718,bank05,,56.66,runner-up: sh4 0x8c056454(24.1) / steam 0x140749df0(18.4),121,229
0x14063b920,0x8c059610,medium,b:3d0c(10.2) b:3d5e(8.8) d:57c(2.4) d:578(1.7),fingerprint,FUN_14063b920,loc_8c059610,bank05,,23.17,runner-up: sh4 0x8c012416(19.0) / steam 0x1400a02f0(13.3),82,122
0x14063bc40,0x8c057580,high,k:365#5(9.9) c:1010(8.9) kl:365#-9(7.9) ko:365(4.0) d:250(1.9) d:84(0.8) d:78(0.7) d:50(0.6),fingerprint+callgraph,FUN_14063bc40,loc_8c057580,bank05,,34.65,runner-up: sh4 0x8c052974(6.4) / steam 0x140039de0(11.3),56,104
0x14063bd30,0x8c044c94,medium,sw:57#1#0(9.9) kl:57#-2(7.9) ko:57(3.8),fingerprint+callgraph,FUN_14063bd30,loc_8c044c94,bank04,,21.57,runner-up: sh4 0x8c056de4(15.4) / steam 0x14063b5c0(3.8),12,28
0x14063bd70,0x8c056e14,low,b:3d0a(10.0) r:81(2.6),fingerprint+callgraph,FUN_14063bd70,loc_8c056e14,bank05,,12.68,runner-up: sh4 0x8c010a5a(10.0) / steam 0x140683ca0(10.5),86,107
0x14063bec0,0x8c056f2e,medium,sw:432#2#0(9.9) k:432#2(9.9) r:164(5.5) ko:432(4.0) ko:416(3.7) d:250(1.9),fingerprint+callgraph,FUN_14063bec0,loc_8c056f2e,bank05,,34.78,runner-up: sh4 0x8c056de4(21.2) / steam 0x1404c1d00(16.2),101,123
0x14063c090,0x8c057bb6,low,r:446(5.9) r:152(5.9) r:445(4.5) d:12(1.8) d:174(1.1),fingerprint+callgraph,FUN_14063c090,loc_8c057bb6,bank05,,19.26,runner-up: sh4 0x8c0fdb4e(4.5) / steam 0x140039310(10.4),34,73
0x14063c210,0x8c057650,low,r:422(5.4) ko:416(3.8) d:2d8(2.1) d:84(0.8),fingerprint+callgraph,FUN_14063c210,loc_8c057650,bank05,,12.11,runner-up: sh4 0x8c059dee(5.9) / steam 0x143273630(8.8),14,24
0x14063c4d0,0x8c058768,low,c:c1fd5555(8.4) c:41fd5555(8.2) c:bfd55555(6.5) c:bf4db6db(4.6) c:3fd55555(4.3) d:250(1.8) d:88(0.9) d:7c(0.8),fingerprint,FUN_14063c4d0,loc_8c058768,bank05,,36.89,runner-up: sh4 0x8c058dc4(31.9) / steam 0x14063d170(30.7),98,124
0x14063c680,0x8c058b64,low,c:42fa0000(9.0) c:43160000(7.8) c:40092492(4.5) ko:34(4.5) c:3fd55555(4.3),fingerprint+callgraph,FUN_14063c680,loc_8c058b64,bank05,,30.03,runner-up: sh4 0x8c05887e(20.6) / steam 0x14063c9a0(25.5),43,52
0x14063ca80,0x8c0590f4,high,sw:386#0#0(9.9) k:386#0(9.9) kl:386#-7(7.9) r:149(5.3) ko:386(4.5) d:57c(2.6) d:578(1.8),fingerprint+callgraph,FUN_14063ca80,loc_8c0590f4,bank05,,41.69,runner-up: sh4 0x8c059150(9.6) / steam 0x14063cf60(14.1),36,46
0x14063cb10,0x8c059150,low,r:421(5.9) r:337(5.7) r:149(5.7) d:57c(2.6) d:578(1.8),fingerprint+callgraph,FUN_14063cb10,loc_8c059150,bank05,,21.68,runner-up: sh4 0x8c0514d0(4.4) / steam 0x14063ccc0(15.8),43,54
0x14063cbc0,0x8c05929c,low,b:3d5e(9.6) r:338(5.9) r:337(5.3) r:149(5.1) r:199(2.7) d:57c(2.5) d:578(1.8),fingerprint+callgraph,FUN_14063cbc0,loc_8c05929c,bank05,,32.86,runner-up: sh4 0x8c0591c8(24.2) / steam 0x140622f60(17.2),60,80
0x14063cd30,0x8c031b48,medium,sw:241#0#0(9.9) kl:241#-7(7.9) ko:241(4.1),fingerprint+callgraph,FUN_14063cd30,loc_8c031b48,bank03,,21.85,runner-up: sh4 0x8c03f880(16.5) / steam 0x14060ede0(7.5),126,57
0x14063cf60,0x8c0591c8,high,b:3d5e(9.9) sw:408#0#0(9.9) k:408#0(9.9) kl:408#-2(7.9) ko:408(4.9) d:57c(2.6) d:578(1.8),fingerprint+callgraph,FUN_14063cf60,loc_8c0591c8,bank05,,46.83,runner-up: sh4 0x8c059150(14.3) / steam 0x14063ccc0(20.6),65,97
0x14063d070,0x8c058658,high,sw:422#0#0(9.9) k:422#0(9.9) kl:422#-1(7.9) ko:422(4.9) d:250(1.9) d:12(1.8),fingerprint+callgraph,FUN_14063d070,loc_8c058658,bank05,,36.21,runner-up: sh4 0x8c04916c(3.9) / steam 0x140039de0(10.6),27,37
0x14063d170,0x8c0570aa,high,sw:412#0#0(9.9) k:412#0(9.9) c:3ffd5555(8.8) c:c1fd5555(8.6) c:41fd5555(8.4) kl:412#-3(7.9) c:bfd55555(6.6) ko:412(4.9),fingerprint+callgraph,FUN_14063d170,loc_8c0570aa,bank05,,77.97,runner-up: sh4 0x8c0586a2(41.4) / steam 0x14063c750(31.6),119,285
0x14063d3e0,0x8c057c86,medium,sw:432#2#1(9.9) k:432#3(9.9) ko:432(4.0),fingerprint+callgraph,FUN_14063d3e0,loc_8c057c86,bank05,,23.68,runner-up: sh4 0x8c05702e(12.7) / steam 0x14063bec0(11.8),38,65
0x14063d480,0x8c05a82c,medium,sw:186#0#0(9.9) kl:186#-1(7.9) ko:186(4.9),fingerprint+callgraph,FUN_14063d480,loc_8c05a82c,bank05,,22.7,runner-up: sh4 0x8c05aa62(12.3) / steam -(0.0),35,43
0x14063d510,0x8c05a882,high,sw:141#0#0(9.9) k:141#0(9.9) kl:141#-2(7.9) ko:141(4.6),fingerprint+callgraph,FUN_14063d510,loc_8c05a882,bank05,,32.24,runner-up: sh4 0x8c05a706(4.6) / steam 0x14063d480(14.6),22,25
0x14063d560,0x8c05a748,high,sw:396#0#0(9.9) k:396#0(9.9) k:25#1(9.9) c:999(9.9) c:99999999(8.8) kl:396#-1(7.9) r:345(5.9) ko:396(4.9),fingerprint+callgraph,FUN_14063d560,loc_8c05a748,bank05,,71.55,runner-up: sh4 0x8c129128(24.7) / steam 0x140883500(8.8),47,98
0x14063d770,0x8c0522e0,high,b:324e2(10.3) k:224#3(9.9) c:3e7(8.0) kl:224#-4(7.9) c:1000000(5.5) ko:224(4.1),fingerprint+callgraph,FUN_14063d770,loc_8c0522e0,bank05,,45.78,runner-up: sh4 0x8c059f64(25.6) / steam 0x14063d930(23.9),79,196
0x14063d930,0x8c05a0b8,medium,b:324e2(10.7) c:3e7(8.2) c:1000000(5.6) ko:416(3.6) d:578(1.8) d:12(1.8) d:18(0.6),fingerprint+callgraph,FUN_14063d930,loc_8c05a0b8,bank05,,32.21,runner-up: sh4 0x8c059f64(26.2) / steam 0x14059acb0(16.7),124,243
0x14063dce0,0x8c05a46c,high,b:324e2(10.0) k:99#0(9.9) c:1000000(5.5) ko:99(4.5),fingerprint+callgraph,FUN_14063dce0,loc_8c05a46c,bank05,,29.94,runner-up: sh4 0x8c04b448(15.6) / steam 0x140652d40(16.4),19,15
0x14063dd40,0x8c05a2cc,high,sw:73#0#0(9.9) k:73#0(9.9) b:3d43(9.0) kl:73#-3(7.9) ko:73(4.4),fingerprint+callgraph,FUN_14063dd40,loc_8c05a2cc,bank05,,41.08,runner-up: sh4 0x8c046afa(9.0) / steam 0x1404c1d00(15.9),70,173
0x14063df80,0x8c05a6c8,medium,kl:241#-1(7.9) b:3d3c(7.7) ko:241(4.1),fingerprint+callgraph,FUN_14063df80,loc_8c05a6c8,bank05,,19.7,runner-up: sh4 0x8c03c06a(7.7) / steam 0x14060df00(7.7),23,31
0x14063dfe0,0x8c05a706,high,sw:372#0#0(9.9) sw:141#1#0(9.9) k:38#5(9.9) k:372#0(9.9) k:141#1(9.9) kl:38#-7(7.9) kl:372#-3(7.9) kl:319#-5(7.9),fingerprint+callgraph,FUN_14063dfe0,loc_8c05a706,bank05,,107.47,runner-up: sh4 0x8c010c7c(7.8) / steam 0x14063d560(75.6),11,33
0x14063e080,0x8c05aac4,medium,c:43100000(8.8) c:43480000(7.2) b:3db8(6.8),fingerprint,FUN_14063e080,loc_8c05aac4,bank05,,22.8,runner-up: sh4 0x8c05a8b4(17.8) / steam 0x14063d560(17.7),171,67
0x14063e330,0x8c05a8b4,medium,c:43100000(9.2) c:43480000(7.3) d:578(1.7),fingerprint+callgraph,FUN_14063e330,loc_8c05a8b4,bank05,,18.24,runner-up: sh4 0x8c036f90(8.0) / steam 0x14025ea20(15.0),90,158
0x14063ec00,0x8c048fa4,low,r:398(5.7) c:1000(4.7) r:358(4.5) r:397(4.5) r:356(4.5) r:224(4.2) r:192(3.6) r:154(1.5),fingerprint+callgraph,caseD_1,loc_8c048fa4,bank04,,34.58,runner-up: sh4 0x8c048924(26.0) / steam 0x140641d10(24.2),104,135
0x1406405f0,0x8c04c02c,low,b:690e(6.6) b:690d(6.6) r:328(4.5) r:357(4.2) r:395(4.0) r:299(3.2) r:155(2.7) r:154(1.5),fingerprint+callgraph,caseD_30,loc_8c04c02c,bank04,,37.45,runner-up: sh4 0x8c04c290(31.7) / steam 0x140749df0(32.1),93,144
0x140640d20,0x8c04c9f0,high,c:444db6db(9.5) c:43555555(7.4) c:c1092492(7.3) c:bf4db6db(4.6) d:14c(1.7) d:64(1.3) d:170(1.0) d:6c(1.0),fingerprint,caseD_3b,loc_8c04c9f0,bank04,,36.81,runner-up: sh4 0x8c04419c(18.3) / steam 0x14063e4a0(18.4),43,94
0x1406410c0,0x8c0476b8,medium,c:6000000(7.0) b:324e0(6.4) r:192(3.4) r:161(1.4) d:174(1.1),fingerprint+callgraph,caseD_5,loc_8c0476b8,bank04,,19.43,runner-up: sh4 0x8c0489ca(11.3) / steam 0x14063e5d0(12.4),25,53
0x140641130,0x8c0492dc,medium,c:bd892492(7.6) c:bf4db6db(4.6) r:315(4.2) r:224(4.1) r:240(3.4) r:299(3.2) r:81(2.6) r:154(1.5),fingerprint+callgraph,caseD_1,loc_8c0492dc,bank04,,36.31,runner-up: sh4 0x8c056b6e(17.9) / steam 0x1407b6950(29.7),85,151
0x1406414f0,0x8c04a596,low,b:324e0(6.6) r:299(3.2) r:371(3.0) r:155(2.7) r:320(2.3) d:580(2.1) d:578(1.8),fingerprint+callgraph,caseD_8,loc_8c04a596,bank04,,21.63,runner-up: sh4 0x8c076c5e(11.9) / steam 0x14063e5d0(17.3),60,106
0x140641aa0,0x8c047c40,medium,c:1803(9.0) b:324e0(6.4) c:42092492(5.7) r:192(3.4) d:580(2.0) r:154(1.5) r:161(1.4) d:80(1.0),fingerprint+callgraph,caseD_0,loc_8c047c40,bank04,,31.22,runner-up: sh4 0x8c047f8e(15.9) / steam 0x1406cb6e0(24.3),155,185
0x140642160,0x8c048474,low,c:1000(4.7) r:224(4.0) r:192(3.5) r:154(1.5) r:161(1.4) d:7c(0.8) d:78(0.7) d:54(0.7),fingerprint+callgraph,caseD_5,loc_8c048474,bank04,,17.9,runner-up: sh4 0x8c048fa4(15.1) / steam 0x140642340(15.1),65,105
0x140642340,0x8c048660,low,c:1000(4.7) r:315(4.2) r:224(4.1) r:192(3.5) r:154(1.5) r:161(1.4),fingerprint+callgraph,caseD_7,loc_8c048660,bank04,,19.35,runner-up: sh4 0x8c048830(16.4) / steam 0x14063ec00(15.2),60,85
0x140642490,0x8c0487a4,low,c:c00(5.7) r:315(4.2) r:224(4.1) r:192(3.5) r:161(1.4),fingerprint+callgraph,caseD_9,loc_8c0487a4,bank04,,18.88,runner-up: sh4 0x8c0482c0(15.4) / steam 0x1406420b0(13.2),37,52
0x140642510,0x8c048830,low,r:418(5.9) c:400(4.7) r:358(4.7) r:397(4.6) r:356(4.6) r:315(4.3) r:224(4.2) r:192(3.6),fingerprint+callgraph,caseD_a,loc_8c048830,bank04,,40.38,runner-up: sh4 0x8c047f8e(32.8) / steam 0x140641d10(28.1),63,99
0x1406425e0,0x8c048924,low,r:384(5.9) c:800(4.9) r:358(4.5) r:397(4.5) r:356(4.5) r:224(4.2) r:192(3.6) d:580(2.0),fingerprint+callgraph,caseD_b,loc_8c048924,bank04,,35.85,runner-up: sh4 0x8c048830(25.0) / steam 0x14063ec00(26.0),58,83
0x140642850,0x8c048ba8,low,c:d1b(9.9) r:44(4.3) d:580(2.0) d:185(1.1) d:84(0.8) d:78(0.7),fingerprint+callgraph,caseD_f,loc_8c048ba8,bank04,,18.88,runner-up: sh4 0x8c059cec(5.9) / steam 0x140476ea0(14.3),95,184
0x140642eb0,0x8c049bec,low,r:182(5.4) c:bf4db6db(4.6) r:299(3.1) r:154(1.5) r:161(1.4) d:88(0.9) d:7c(0.8) d:84(0.8),fingerprint+callgraph,caseD_10,loc_8c049bec,bank04,,20.52,runner-up: sh4 0x8c049b02(15.3) / steam 0x14070a200(16.0),48,94
0x140642f80,0x8c049ca8,low,r:182(5.7) r:390(3.9) r:393(3.7) r:299(3.2) r:161(1.4) d:84(0.8) d:78(0.7) d:54(0.7),fingerprint+callgraph,caseD_11,loc_8c049ca8,bank04,,20.13,runner-up: sh4 0x8c04922a(12.3) / steam 0x1406ea760(16.1),28,45
0x140642ff0,0x8c049d6c,low,c:41855555(6.8) c:41892492(5.9) c:bf4db6db(4.6) r:63(3.9) d:170(1.0) d:7c(0.8) d:78(0.7) d:54(0.7),fingerprint+callgraph,caseD_12,loc_8c049d6c,bank04,,24.88,runner-up: sh4 0x8c049d28(21.1) / steam 0x140664980(14.8),55,72
0x1406430e0,0x8c049d28,high,c:41855555(6.8) c:41892492(5.9) c:bf4db6db(4.6) ko:182(4.2) r:154(1.5) d:88(0.9) d:7c(0.8) d:84(0.8),fingerprint+callgraph,FUN_1406430e0,loc_8c049d28,bank04,,26.88,runner-up: sh4 0x8c06e342(10.6) / steam 0x140664980(18.1),13,34
0x140654130,0x8c0fd6b0,high,sw:388#0#0(9.9) sw:304#1#0(9.9) k:304#1(9.9) kl:388#-3(7.9) kl:304#-1(7.9) ko:388(4.9) ko:304(4.9),fingerprint+callgraph,FUN_140654130,loc_8c0fd6b0,bank0f,,55.24,runner-up: sh4 0x8c0222f6(30.9) / steam -(0.0),82,25
0x1406543e0,0x8c0fd75c,medium,sw:377#2#0(9.9) kl:377#-1(7.9) ko:377(4.7) d:74(1.2) d:6c(1.0) d:58(1.0) d:70(0.9) d:54(0.7),fingerprint+callgraph,FUN_1406543e0,loc_8c0fd75c,bank0f,,27.79,runner-up: sh4 0x8c064fb4(4.7) / steam -(0.0),50,149
0x140654890,0x8c104434,high,sw:123#0#2(9.9) k:123#2(9.9) kl:85#-2(7.9) kl:123#-1(7.9) ko:85(4.4) ko:123(4.4) ko:62(4.1) d:70(0.9),fingerprint+callgraph,FUN_140654890,loc_8c104434,bank10,,49.94,runner-up: sh4 0x8c034e8c(20.8) / steam 0x14060fe40(14.0),24,39
0x140658da0,0x8c06e49a,low,c:bf555555(6.9) c:41cdb6db(6.9) c:3f555555(6.9) c:258(6.8) c:c1200000(6.2) c:bf092492(6.0) c:41200000(5.4) d:174(1.1),fingerprint,caseD_2b,loc_8c06e49a,bank06,,49.35,runner-up: sh4 0x8c0671f6(31.4) / steam 0x140659290(42.5),382,56
0x140660240,0x8c0efdc0,medium,k:38#10(9.9) kl:38#-2(7.9) ko:38(3.8) d:6c(1.0) d:70(0.9) d:18(0.6),fingerprint+callgraph,FUN_140660240,loc_8c0efdc0,bank0e,,24.04,runner-up: sh4 0x8c031008(3.8) / steam 0x14073d8b0(6.4),69,67
0x140662540,0x8c05bef6,high,sw:209#0#0(9.9) k:209#0(9.9) kl:209#-1(7.9) ko:209(4.9) d:59e(3.1) d:5fe(2.8) d:5fc(2.7),fingerprint+callgraph,FUN_140662540,loc_8c05bef6,bank05,,40.58,runner-up: sh4 0x8c018d70(2.7) / steam 0x1406625f0(8.0),14,34
0x1406626f0,0x8c05bebc,medium,k:84#0(9.9) kl:84#-5(7.9) ko:84(4.2),fingerprint+callgraph,FUN_1406626f0,loc_8c05bebc,bank05,,21.97,runner-up: sh4 0x8c05bef6(8.0) / steam 0x140898e40(12.6),46,29
0x140667d50,0x8c04e338,high,c:c12d5555(7.9) c:412d5555(7.9) c:bea00000(6.6) c:3ea00000(6.6) d:88(0.9) d:7c(0.8) d:84(0.8) d:78(0.7),fingerprint,caseD_0,loc_8c04e338,bank04,,32.17,runner-up: sh4 0x8c065e7a(18.9) / steam 0x140749df0(23.3),51,106
0x14066a2f0,0x8c06414c,low,c:431a4924(6.8) c:434db6db(6.6) b:690e(6.6) b:690d(6.6) c:43200000(6.5) c:41892492(5.8) d:174(1.1) d:88(0.9),fingerprint,FUN_14066a2f0,loc_8c06414c,bank06,,45.27,runner-up: sh4 0x8c05b07e(33.0) / steam 0x14075e4c0(37.8),2395,231
0x140671fd0,0x8c063aa2,medium,c:44092492(8.1) c:c0892492(7.1) c:bf892492(6.0) c:bf092492(6.0) c:40555555(5.9) c:42092492(5.7) c:12c(4.0) d:185(1.1),fingerprint,caseD_0,loc_8c063aa2,bank06,,50.71,runner-up: sh4 0x8c068c0e(40.7) / steam 0x1406b0220(37.3),2586,258
0x14067a1e0,0x8c04a3ba,low,c:203(8.6) r:154(1.5) r:161(1.4) d:88(0.9) d:7c(0.8) d:84(0.8) d:78(0.7) d:54(0.7),fingerprint+callgraph,caseD_8,loc_8c04a3ba,bank04,,15.41,runner-up: sh4 0x8c047c40(6.5) / steam 0x1402d23e0(13.3),29,64
0x14073d740,0x8c0f269c,high,sw:180#0#0(9.9) k:180#0(9.9) kl:180#-6(7.9) ko:38(4.2) ko:180(4.2),fingerprint+callgraph,FUN_14073d740,loc_8c0f269c,bank0f,,36.13,runner-up: sh4 0x8c041ecc(4.2) / steam 0x14061ac50(4.2),53,67
0x14073d8b0,0x8c105860,medium,k:38#4(9.9) kl:38#-8(7.9) ko:38(3.8),fingerprint+callgraph,FUN_14073d8b0,loc_8c105860,bank10,,21.57,runner-up: sh4 0x8c03d9a0(10.9) / steam 0x14056ca10(4.8),81,29
0x14073da50,0x8c10597c,medium,sw:144#0#1(9.9) k:144#1(9.9) ko:144(4.6) d:58(1.0) d:54(0.7),fingerprint+callgraph,FUN_14073da50,loc_8c10597c,bank10,,25.97,runner-up: sh4 0x8c02f780(18.1) / steam 0x14061de60(4.6),32,47
0x14073dfb0,0x8c0f2ee4,high,sw:73#0#2(9.9) k:73#2(9.9) kl:73#-1(7.9) ko:73(4.4) ko:38(3.8),fingerprint+callgraph,FUN_14073dfb0,loc_8c0f2ee4,bank0f,,35.84,runner-up: sh4 0x8c046a70(14.4) / steam 0x14073d740(21.6),36,38
0x14073e360,0x8c0f8208,medium,k:31#11(9.9) kl:31#-6(7.9) ko:31(3.6) d:64(1.3) d:a0(1.3) d:60(0.9),fingerprint+callgraph,FUN_14073e360,loc_8c0f8208,bank0f,,24.88,runner-up: sh4 0x8c0104c0(11.4) / steam 0x14060a270(7.2),56,84
0x14073e540,0x8c0f8376,medium,k:31#12(9.9) kl:31#-5(7.9) ko:31(3.6) d:a0(1.3),fingerprint+callgraph,FUN_14073e540,loc_8c0f8376,bank0f,,22.65,runner-up: sh4 0x8c028294(12.8) / steam 0x14060a270(5.9),52,79
0x14073e8a0,0x8c0f84f2,medium,k:31#13(9.9) kl:31#-4(7.9) ko:31(3.6) d:a0(1.3),fingerprint+callgraph,FUN_14073e8a0,loc_8c0f84f2,bank0f,,22.65,runner-up: sh4 0x8c040194(17.8) / steam 0x14060a270(7.5),46,74
0x14073f470,0x8c0f35fc,low,sw:17#6#2(9.9) ko:17(3.6) d:60(0.9) d:10(0.6),fingerprint+callgraph,FUN_14073f470,loc_8c0f35fc,bank0f,,15.07,runner-up: sh4 0x8c0f5768(11.5) / steam 0x14061ca70(12.2),81,175
0x14073f780,0x8c0f3954,low,sw:17#9#0(9.9) ko:17(3.9) d:18(0.6),fingerprint+callgraph,FUN_14073f780,loc_8c0f3954,bank0f,,14.37,runner-up: sh4 0x8c028294(12.0) / steam 0x140741910(12.4),23,39
0x14073f890,0x8c021514,low,c:42c80000(5.9) r:414(2.9) r:6(2.2) d:e8(1.5) d:a0(1.3) d:74(1.2) d:170(1.0) d:6c(1.0),fingerprint+callgraph,FUN_14073f890,loc_8c021514,bank02,,19.04,runner-up: sh4 0x8c0184d4(13.2) / steam 0x14079fc20(15.2),217,40
0x1407417a0,0x8c0f6780,low,sw:17#6#5(9.9) ko:17(3.6) d:64(1.3) d:34(0.8) d:54(0.7) d:50(0.6),fingerprint+callgraph,FUN_1407417a0,loc_8c0f6780,bank0f,,16.91,runner-up: sh4 0x8c0f7074(13.5) / steam 0x14073f780(13.1),40,75
0x140742360,0x8c01a90e,low,c:3f99999a(8.2) c:3b03126f(7.9) d:a0(1.3) d:74(1.2) d:170(1.0) d:6c(1.0) d:58(1.0) d:70(0.9),fingerprint,FUN_140742360,loc_8c01a90e,bank01,,22.95,runner-up: sh4 0x8c024820(19.8) / steam 0x1401d9ed0(18.6),132,58
0x140743720,0x8c040194,low,c:811(8.3) c:3dcccccd(6.2) r:6(2.2) d:a0(1.3) d:74(1.2) d:170(1.0) d:6c(1.0) d:58(1.0),fingerprint+callgraph,FUN_140743720,loc_8c040194,bank03,,23.55,runner-up: sh4 0x8c03f664(14.5) / steam 0x140586190(20.4),25,46
0x140744f90,0x8c0fd966,high,sw:437#1#0(9.9) k:437#1(9.9) kl:437#-3(7.9) ko:437(4.4),fingerprint+callgraph,FUN_140744f90,loc_8c0fd966,bank0f,,32.0,runner-up: sh4 0x8c0ff4b6(4.4) / steam 0x140745b20(4.4),54,80
0x140745470,0x8c100672,high,sw:385#1#0(9.9) k:385#1(9.9) kl:385#-1(7.9) ko:385(4.9),fingerprint+callgraph,FUN_140745470,loc_8c100672,bank10,,32.55,runner-up: sh4 -(0.0) / steam -(0.0),102,26
0x1407457c0,0x8c0ee418,high,sw:216#0#1(9.9) k:216#1(9.9) kl:216#-3(7.9) ko:216(4.2) d:18(0.6),fingerprint+callgraph,FUN_1407457c0,loc_8c0ee418,bank0e,,32.5,runner-up: sh4 0x8c0ee944(4.9) / steam 0x140747630(4.9),18,27
0x140745b20,0x8c0ff4b6,high,sw:437#1#1(9.9) k:437#2(9.9) kl:437#-2(7.9) ko:437(4.4),fingerprint+callgraph,FUN_140745b20,loc_8c0ff4b6,bank0f,,32.0,runner-up: sh4 0x8c0422fe(4.4) / steam 0x140744f90(4.4),19,26
0x140745cf0,0x8c10163a,high,sw:122#0#1(9.9) k:122#1(9.9) kl:122#-3(7.9) ko:122(4.5),fingerprint+callgraph,FUN_140745cf0,loc_8c10163a,bank10,,32.14,runner-up: sh4 0x8c031b48(4.5) / steam 0x14063a0b0(4.5),15,30
0x140747490,0x8c0ee944,high,sw:216#0#3(9.9) k:216#3(9.9) kl:216#-1(7.9) ko:216(4.2) d:18(0.6),fingerprint+callgraph,FUN_140747490,loc_8c0ee944,bank0e,,32.5,runner-up: sh4 0x8c0ee570(4.9) / steam 0x140747630(4.9),18,27
0x140747630,0x8c0ee570,high,sw:216#0#2(9.9) k:216#2(9.9) kl:216#-2(7.9) ko:216(4.2) d:18(0.6),fingerprint+callgraph,FUN_140747630,loc_8c0ee570,bank0e,,32.5,runner-up: sh4 0x8c07515c(5.7) / steam 0x1407477d0(4.9),18,27
0x1407477d0,0x8c0ee28c,high,sw:216#0#0(9.9) k:216#0(9.9) kl:216#-4(7.9) ko:216(4.2) d:18(0.6),fingerprint+callgraph,FUN_1407477d0,loc_8c0ee28c,bank0e,,32.5,runner-up: sh4 0x8c0ee944(4.9) / steam 0x140747630(4.9),18,27
0x140747950,0x8c064fe0,medium,c:403aaaaa(8.8) c:c0200000(6.9) r:263(5.9) r:392(5.0) r:154(1.5) r:161(1.4) d:174(1.1) d:185(1.1),fingerprint+callgraph,caseD_1,loc_8c064fe0,bank06,,34.83,runner-up: sh4 0x8c047f8e(20.0) / steam 0x14077d530(28.7),88,247
0x140747ad0,0x8c064f2c,low,c:404(8.2) r:263(5.5) r:6(2.2) d:18(0.6),fingerprint+callgraph,FUN_140747ad0,loc_8c064f2c,bank06,,16.52,runner-up: sh4 0x8c064fe0(9.1) / steam 0x14079f230(11.0),51,68
0x140747db0,0x8c107c64,high,sw:285#1#0(9.9) k:285#1(9.9) kl:285#-2(7.9) ko:285(4.9),fingerprint+callgraph,FUN_140747db0,loc_8c107c64,bank10,,32.57,runner-up: sh4 -(0.0) / steam -(0.0),150,24
